"institution.name","collection","object_number","object_category","object_name","title","description","creator","creator.role","production.place","production.period","production.date.start","production.date.start.prec","production.date.end","production.date.end.prec","material","material.part","dimension.part","dimension.value","dimension.unit","inscription.content","association.person","association.subject.type","association.subject","association.period"
"Industriemuseum","energie","V10316","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met schroeffitting en matte witte ballon in glas (getorste vlam) van het merk Sigtay, type Perle E14. Bewaard in originele kartonnen doos.
Technisch: 220-230V - 25W.","Sigtay","fabrikant","Ninove","20ste eeuw","","","","","karton","verpakking","verpakking","9.8","cm","220-230 V / E14 / 25W / PERLE - PAREL","","onderwerp","energie",""
"Industriemuseum","energie","V10313","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met schroeffitting en heldere ballon in glas (getorste vlam) van het merk Sigtay, type Claire E14. Bewaard in originele kartonnen doos.
Technisch: 220-230V - 40W.","Sigtay","fabrikant","Ninove","20ste eeuw","","","","","karton","verpakking","verpakking","9.8","cm","220-230 V / E14 / 25W / CLAIRE","","onderwerp","energie",""
"Industriemuseum","energie","V10315","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met schroeffitting en matte witte ballon in glas (getorste vlam) van het merk Sigtay, type Perle E14. Bewaard in originele kartonnen doos.
Technisch: 240V - 40W.","Sigtay","fabrikant","Ninove","20ste eeuw","","","","","karton","verpakking","verpakking","9.8","cm","40W / 240 V / E14 / PERLE - PAREL","","onderwerp","energie",""
"Industriemuseum","wonen","V35184","gasverlichting","gasgloeilichtbrander","Gasbrander van het merk Jacobus voor hangend gloeikousje","Invertbrander in verguld porselein voor gasverlichting. Aan de bovenzijde een schroef om de gastoevoer te regelen en een hendeltje om de zuurstoftoevoer te regelen en extra balanskraantje. Met glazen lampenkap en lampenglas. Bevestigd op een gastoevoerbuis (zwanenhals).","Jacobus","fabrikant","","","","","","","metaal","armatuur","geheel","35.5","cm","Jacobus","Jacobus","onderwerp","energie",""
"Industriemuseum","wonen","V35205","gasverlichting","gasgloeilichtbrander","Gasbrander van het merk Omaglicht voor hangend gloeikousje","Invertbrander voor gasverlichting in wit geëmailleerd metaal versierd met goudkleurige biezen. Aan de bovenzijde een schroef om de gastoevoer te regelen en een hendeltje om de zuurstoftoevoer te regelen. Met glazen lampenkap. Bevestigd op een gastoevoerbuis (zwanenhals).","Omaglicht","fabrikant","Duitsland","","","","","","metaal","geheel","geheel","26","cm","Omaglicht / D.R.P. // D.R.G.M.","Omaglicht","onderwerp","energie",""
"Industriemuseum","documentaire collectie","D10079","","brochure","Informatiebrochure voor de UCO werknemers","Brochure waarin het textielbedrijf haar vooruitstrevende manier van bedrijfvoering voorstelt. De nadruk wordt onder andere gelegd op de innovatieve productietechnieken, het vierploegenstelsel, de automatisering en de verlofspreiding.","Ratio","ontwerper","","3de kwart 20ste eeuw","1969","","","","papier","geheel","geheel","21","cm","Wat lanceert UCO nu? / Vrije tijd!! / door productiviteit.","UCO nv","onderwerp","werken","3de kwart 20ste eeuw"
"Industriemuseum","energie","V35393","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sunlite","Elektrische lamp met schroeffitting en heldere ballon in glas (klok en gepunt) van het merk Sunlite, type E27.
Technisch: 130V - 50W.","Pope","fabrikant","Venlo","","","","","","glas","ballon","lamp","12","cm","SUNLITE / POPE-HOLLAND / 130 50","","onderwerp","energie",""
"Industriemuseum","energie","V10317","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met schroeffitting en matte witte ballon in glas (globe) van het merk Sigtay, type Perle E27. Bewaard in originele kartonnen doos.
Technisch: 240V - 40W.","Sigtay","fabrikant","Ninove","20ste eeuw","","","","","karton","verpakking","verpakking","9.8","cm","40W / 240V / E27 / PERLE - PAREL","","onderwerp","energie",""
"Industriemuseum","energie","V21353","elektrische verlichting","gloeilamp","Gloeilamp van het merk Osram","Elektrische lamp met schroeffitting en heldere ballon in glas (peer) van het merk Osram, type E27. Bewaard in originele kartonnen doos.
Technisch: 125-130V - 40W.","Osram","fabrikant","München","20ste eeuw","","","","","karton","verpakking","verpakking","10.1","cm","OSRAM / 40 W / 125-130 V","","onderwerp","energie",""
"Industriemuseum","energie","V21357","elektrische verlichting","gloeilamp","Gloeilamp van het merk Osram","Elektrische lamp met schroeffitting en heldere ballon in glas (peer) van het merk Osram, type E27. Bewaard in originele kartonnen doos.
Technisch: 125-130V - 40W.","Osram","fabrikant","München","20ste eeuw","","","","","karton","verpakking","verpakking","10.1","cm","OSRAM / 40 W / 125-130 V","","onderwerp","energie",""
"Industriemuseum","energie","V21345","elektrische verlichting","gloeilamp","Gloeilamp van het merk Osram","Elektrische lamp met schroeffitting en heldere ballon in glas (globe) van het merk Osram, type Boule E27. Bewaard in originele kartonnen doos.
Technisch: 125-130V - 25W.","Osram","fabrikant","München","20ste eeuw","","","","","karton","verpakking","verpakking","7.3","cm","OSRAM / 25 / WATT / 125 - 130 V / E 27 / Tr Kl. Bo","","onderwerp","energie",""
"Industriemuseum","energie","V21349","elektrische verlichting","gloeilamp","Gloeilamp van het merk Philips","Elektrische lamp met schroeffitting en matte witte ballon in glas (globe) van het merk Philips, type 1G E27.
Technisch: 220-250V - 7W.","Philips nv","fabrikant","Nederland","20ste eeuw","","","","","glas","ballon","lamp","7.1","cm","PHILIPS / 7W * 1G / 220-250V / MADE IN HOLLAND","","onderwerp","energie",""
"Industriemuseum","energie","V21342","elektrische verlichting","gloeilamp","Gloeilamp van het merk Massive","Elektrische lamp met schroeffitting en heldere ballon in glas (getorste vlam) van het merk Massive, type E14. Bewaard in originele kartonnen doos.
Technisch: 230-240V - 25W.","Massive","fabrikant","","20ste eeuw","","","","","karton","verpakking","verpakking","10.1","cm","Kleine Fitting / 24014/25/30 / E14 230/240V / Massive","","onderwerp","energie",""
"Industriemuseum","wonen","V35203","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander voor rechtopstaand gloeikousje","Decoratieve brander in messing voor gasverlichting. Bloemvormige lampenkap in semitransparant geel glas  en transparante stroken.","onbekend","","","begin 20ste eeuw","1905","ca.","","","glas","lampenkap","geheel","19.8","cm","","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","informatie en communicatie","V10318","merchandising","schaal","Geëmailleerd schaaltje met reclame voor Chaudoir","Reclameschaaltje voor diverse geëmailleerde voorwerpen die bij de huisraad van een woning horen, zoals kookpotten, koffiekannen en waterketels.","Chaudoir H.J.","fabrikant","Luik (stad)","20ste eeuw","","","","","metaal","geheel","geheel","1","cm","H.J. CHAUDOIR Rue Mean 33 LIEGE  / USTENSILES de MENAGE ÉMAILLES // H.J.C.","Chaudoir H.J.","onderwerp","informatie en communicatie",""
"Industriemuseum","energie","V35406","elektrische verlichting","gloeilamp","Gloeilamp van het merk Fanal","Elektrische lamp met schroeffitting en heldere ballon in glas (conisch en gepunt) van het merk Fanal, type 27. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 110V - 50W.","Fanal","fabrikant","Brussel (stad)","","","","","","papier","verpakking","verpakking","13","cm","LAMPE ""FANAL"" / BRUXELLES / MARQUE DEPOSÉE / 50/110","","onderwerp","energie",""
"Industriemuseum","energie","V35400","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met bajonetfitting en matte witte ballon in glas (peer) van het merk Mazda, type B22. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 32V - 15W.","British Thomson-Houston Co Ltd","fabrikant","Groot-Brittannië","","","","","","papier","verpakking","verpakking","12.7","cm","THIS WRAPPER CONTAINS A / MAZDA / LAMP / GASFILLED 32V 15W BC / PEARL / THE BRITISH THOMSON-HOUSTON CO., LTD. / ENGLAND // IMPORTANT / In view of the paper shortage, this wrapper should not be thrown away or destroyed, but / should be handed to the local authority or organization responsible for salvaging paper.","","onderwerp","energie",""
"Industriemuseum","energie","V35373","elektrische verlichting","gloeilamp","Gloeilamp van het merk Luxor","Elektrische lamp met schroeffitting en heldere ballon in glas (peer) van het merk Luxor, type E27. Bewaard in originele kartonnen doos.
Technisch: 115V - 100W.","Luxor nv","fabrikant","Vorst (Brussel)","20ste eeuw","","","","","papier","verpakking","verpakking","14.8","cm","115 V 100 W / CLAIR","","onderwerp","energie",""
"Industriemuseum","energie","V35372","elektrische verlichting","gloeilamp","Gloeilamp van het merk Bell","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Bell, type E27. Bewaard een originele kartonnen doos.
Technisch: 225V - 100W.","Bell Telephone Manufacturing Company","fabrikant","Antwerpen (stad)","","","","","","karton","verpakking","verpakking","15","cm","EEN PRODUKT DER N.V. Bell Telephone Mfg. C° / ANTWERPEN","","onderwerp","energie",""
"Industriemuseum","energie","V35371","elektrische verlichting","gloeilamp","Gloeilamp van het merk Bell","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Bell, type E27. Bewaard een originele kartonnen doos. Met op de lamp de indicatie dat ze gemaakt werd voor de RTT.
Technisch: 130V - 40W.","Bell Telephone Manufacturing Company","fabrikant","Antwerpen (stad)","","","","","","karton","verpakking","verpakking","12.7","cm","EEN PRODUKT DER N.V. Bell Telephone Mfg. C° / ANTWERPEN","","onderwerp","energie",""
"Industriemuseum","energie","V00312-002","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","3.2","cm","25","","onderwerp","energie",""
"Industriemuseum","energie","V00312-003","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","2.7","cm","25","","onderwerp","energie",""
"Industriemuseum","energie","V00312-004","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","3.3","cm","26","","onderwerp","energie",""
"Industriemuseum","energie","V00312-005","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","3.6","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-006","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","2.4","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-007","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Sleufisolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","3.3","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V35396","elektrische verlichting","gloeilamp","Gloeilamp van het merk Tungsram","Elektrische lamp met schroeffitting en witte ballon in glas (vlam) van het merk Tungsram, type Krypton E14. Bewaard in originele kartonnen doos.
Technisch: 140V - 15W.","Tungsram","fabrikant","Hongarije","","","","","","karton","verpakking","verpakking","10.1","cm","TUNGSRAM / KRYPTON","","onderwerp","energie",""
"Industriemuseum","energie","V35398","elektrische verlichting","gloeilamp","Halogeenlamp van het merk Sylvania","Elektrische lamp met schroeffitting en heldere ballon in glas (buis) van het merk Sylvania, type Super 250Q/CL E11. Bewaard in originele kartonnen doos.
Technisch: 120V - 250W.","Sylvania Electric Products Inc","fabrikant","Verenigde Staten van Amerika","","","","","","karton","verpakking","verpakking","3.3","cm","250 Q/CL-120 VOLT / SYLVANIA / SINGLE ENDED / SUPER / IODINE QUARTZ LAMP","","onderwerp","energie",""
"Industriemuseum","energie","V35401","elektrische verlichting","gloeilamp","Halogeenlamp van het merk Sylvania","Elektrische lamp met met R7s contactfitting (aan beide zijde) en heldere ballon in glas (buis) van het merk Sylvanie, type 500T3Q/CL/F. Bewaard in originele kartonnen doos.
Technisch: 120V - 500W.","Sylvania Electric Products Inc","fabrikant","Verenigde Staten van Amerika","","","","","","karton","verpakking","verpakking","2","cm","SYLVANIA / 500T3Q/CL/F 120 VOLT IODINE QUARTZ LAMP","","onderwerp","energie",""
"Industriemuseum","wonen","V35206","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander van het merk Electrodine voor hangend gloeikousje","Decoratieve invertbrander in messing voor gasverlichting. Aan de bovenzijde een hendeltje om de gastoevoer te regelen. Met lampenkap in semitransparant glas en lampenglas.","Electrodine","fabrikant","","","","","","","metaal","geheel","geheel","98.5","cm","* Electrodine *","Electrodine","onderwerp","energie",""
"Industriemuseum","wonen","V35210","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander van het merk Graetzin voor hangend gloeikousje","Invertbrander voor gasverlichting in wit geëmailleerd metaal versierd met goudkleurige biezen. Aan de bovenzijde een schroef om de gastoevoer te regelen, een cilinder om de zuurstoftoevoer te regelen en een extra balanskraantje voor het regelen van de gastoevoer. Met lampenkap in textuurglas.","Ehrich & Graetz","fabrikant","","","","","","","metaal","brander","geheel","29","cm","Graetzin","Ehrich & Graetz","onderwerp","energie",""
"Industriemuseum","wonen","V35209","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander van het merk ESG voor drie hangende gloeikousjes","Invertbrander voor gasverlichting. Van het merk Schulze Emile (ESG), type n° 4. Aan de bovenzijde een kleine schroef om de gastoevoer te regelen. Met 3 houders voor gloeikousjes. Met geëmailleerde lampenkap.","Schulze Emile pvba","fabrikant","Gent","begin 20ste eeuw","1915","ca.","","","metaal","geheel","geheel","18","cm","""Brevete S G D G  N° 186911""  'Marque ESG Fabrique'   N° 4 ","Schulze Emile pvba","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V35180","gasverlichting","gasgloeilichtbrander","Wandlamp met gasbrander voor rechtopstaand gloeikousje","Armatuur met een brander in messing voor gasverlichting volgens het systeem Auer. Peervormig lampenglas met aan de onderzijde 6 gaten voor zuurstoftoevoer. Met aparte rookvanger.","onbekend","","","begin 20ste eeuw","1900","ca.","","","metaal","geheel","geheel","51","cm","SYSTEM Dr. AUER v. WELSBACH","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V35191","gasverlichting","lampenkap","Lampenkap in mat glas met rode rand","Bloemvormige matte glazen kap voor een lamp met een rode rand. Vermoedelijk een rookvanger van een luchter.","onbekend","","","","","","","","glas","geheel","geheel","7.5","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35177","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander voor rechtopstaand gloeikousje","Decoratieve brander in messing voor gasverlichting. Bloemknopvormig lampenkap in semitransparant glas met kleurgradiënt van groen naar kleurloos.","onbekend","","","begin 20ste eeuw","1905","ca.","","","glas","lampenkap","geheel","21","cm","","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V35211","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander voor hangend gloeikousje","Invertbrander voor gasverlichting in wit geëmailleerd metaal versierd met goudkleurige biezen. Aan de bovenzijde een kraantje om de gastoevoer te regelen. Met lampenkap in transparant kleurloos glas.","onbekend","","","begin 20ste eeuw","1910","ca.","","","metaal","brander","geheel","29.5","cm","","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V35212","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander voor hangend gloeikousje","Decoratieve invertbrander in messing voor gasverlichting met een hitteschild in porselein. Aan de bovenzijde een schroef om de gastoevoer te regelen en een hendeltje om de zuurstoftoevoer te regelen. Lampenkap met deels geschilderde, deels gezandstraalde en deels geslepen decoratie.","onbekend","","","","","","","","metaal","brander","geheel","22","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35213","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander voor hangend gloeikousje","Invertbrander voor gasverlichting in beige geëmailleerd metaal versierd met goudkleurige biezen. Aan de bovenzijde een schroef om de gastoevoer te regelen en een hendeltje om de zuurstoftoevoer te regelen. Met lampenkap in semitransparant mat glas.","onbekend","","","begin 20ste eeuw","1910","ca.","","","metaal","brander","geheel","23.5","cm","","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V35214","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander voor hangend gloeikousje","Decoratieve invertbrander in porselein voor gasverlichting. Aan de bovenzijde een hendeltje om de zuurstoftoevoer te regelen. Met lampenkap in semitransparant roze reliëfglas.","onbekend","","","","","","","","porselein","brander","geheel","25","cm","BRITISH MADE   ""REGISTRATION APPLd. FOR""   BON. BAC CHINA","","onderwerp","energie",""
"Industriemuseum","wonen","V35215","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander van het merk Dr. Killing voor hangend gloeikousje","Decoratieve invertbrander in porselein voor gasverlichting. Van het merk Dr. Killing, type Gala. Aan de bovenzijde een schroef om de gastoevoer te regelen en een hendeltje om de zuurstoftoevoer te regelen. Met lampenkap in semitransparant geel glas.","Dr. Killing","fabrikant","","begin 20ste eeuw","1910","ca.","","","porselein","brander","geheel","26","cm","DK // Gala / déposé","Dr. Killing","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","energie","V00312-008","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","2","cm","206","","onderwerp","energie",""
"Industriemuseum","energie","V00312-009","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","1.6","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-011","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","3.1","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-012","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","4.2","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-013","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","3.9","cm","26","","onderwerp","energie",""
"Industriemuseum","energie","V00312-014","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","3.9","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-015","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","2.8","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V21318","elektrische verlichting","gloeilamp","Gloeilamp van het merk Vir","Elektrische lamp met schroeffitting en heldere ballon in glas (conisch) van het merk Vir, type 3 E27. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 125V - 15W.","VIR","fabrikant","Nederland","20ste eeuw","","","","","papier","verpakking","verpakking","12.3","cm","VIR / MADE IN HOLLAND / 125-15 W / PEERVORM","","onderwerp","energie",""
"Industriemuseum","wonen","V35179","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander van het merk Jacobus voor hangend gloeikousje","Decoratieve invertbrander in messing voor gasverlichting. Aan de bovenzijde een schroef om de gastoevoer te regelen. Met lampenkap in semitransparant groen glas met palmbladerenpatroon.","Jacobus","fabrikant","","begin 20ste eeuw","1910","ca.","","","messing","brander","geheel","24.5","cm","JACOBUS","Jacobus","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","energie","V00312-020","systeemonderdelen","schroefkop smeltzekering","Schroefkop om Diazed smeltveiligheid in houder te bevestigen","Zeskantige schroefkop in porselein met beschermglas gebruikt om een smeltpatroon type Diazed of D-veiligheid in een verdeelinrichtingen of verdeelkast vast te zetten.
Technisch: voor patroon van 500V - 25A.","onbekend","","","","","","","","metaal","schroef","geheel","3.5","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-021","systeemonderdelen","schroefkop smeltzekering","Schroefkop om Diazed smeltveiligheid in houder te bevestigen","Zeskantige schroefkop in porselein met beschermglas gebruikt om een smeltpatroon type Diazed of D-veiligheid in een verdeelinrichtingen of verdeelkast vast te zetten.
Technisch: voor patroon van 500V - 25A.","onbekend","","","","","","","","metaal","schroef","geheel","3.5","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35194","gasverlichting","gasgloeilichtbrander","Gasbrander voor rechtopstaand gloeikousje","Brander voor gasverlichting in porselein en messing. Lampenglas van het type cilinderglas.","onbekend","","","","","","","","glas","lampenglas","geheel","27.5","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35195","gasverlichting","gasgloeilichtbrander","Gasbrander voor rechtopstaand gloeikousje","Brander voor gasverlichting in porselein en messing. Lampenglas van het type cilinderglas.","onbekend","","","","","","","","glas","lampenglas","geheel","27.3","cm","DEPOSE AR","","onderwerp","energie",""
"Industriemuseum","wonen","V35187","gasverlichting","gasgloeilichtbrander","Gasbrander van het merk Auer voor rechtopstaand gloeikousje","Gasbrander in messing met gasbrander van het merk Auer. Aan de basis van de brander een balanskraantje om de gastoevoer te regelen door aan de kettingen te trekken.","Auer","fabrikant","Oostenrijk","begin 20ste eeuw","1901","","1904","","metaal","brander","geheel","33.1","cm","AUER * 1904","Auer","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","energie","V00312-025","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","2.1","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35196","gasverlichting","gasgloeilichtbrander","Gasbrander voor rechtopstaand gloeikousje","Brander voor gasverlchting in porselein en messing. Lampenglas van het type cilinderglas.","onbekend","","","","","","","","glas","lampenglas","geheel","27","cm","DEPOSE / AR","","onderwerp","energie",""
"Industriemuseum","wonen","V35178","gasverlichting","gasgloeilichtbrander","Gasbrander voor rechtopstaand gloeikousje","Brander in messing voor gasverlichting en lampenglas van het type cilinderglas. De gastoevoer kan geregeld worden met een hendeltje aan de basis.","onbekend","","","","","","","","glas","lampenglas","geheel","30","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-026","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Cilindervormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","1.1","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V00312-027","systeemonderdelen","isolator","Isolator in witte porselein voor elektrische bekabeling","Pionvormige isolator als geleider voor opbouw op muur of plafond van kabel met laagspanning.","onbekend","","","","","","","","porselein","geheel","geheel","1.1","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35189","gasverlichting","gasgloeilichtbrander","Gasbrander voor rechtopstaand gloeikousje","Brander in messing voor gasverlichting. Aan de basis van de brander een kraantje om de gastoevoer te regelen en juist onder de brander regelbare openingen om de zuurstoftoevoer te regelen.","onbekend","","","begin 20ste eeuw","1905","ca.","","","messing","geheel","geheel","19.5","cm","","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V35360","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander voor hangend gloeikousje","Volledig geëmailleerde invertbrander met lampenkap. Voor gasverlichting. Aan de bovenzijde een schroef om de gastoevoer te regelen en een hendeltje om de zuurstoftoevoer te regelen. De brander is ook voorzien van een extra balanskraantje voor de regeling van de gastoevoer. Dit balanskraantje wordt bediend door aan de kettingen te trekken.","onbekend","","","","","","","","metaal","geheel","geheel","45","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35362","gasverlichting","gasgloeilichtbrander","Gasbrander voor rechtopstaand gloeikousje","Brander in messing voor gasverlichting van het type Auer von Welsbach, met lampenglas van het type cilinderglas.","onbekend","","","","","","","","glas","lampenglas","geheel","27","cm","BESTES CRISTAL / GAS-GLÜHLICHT / Garantirt doppelt / gekühlt","","onderwerp","energie",""
"Industriemuseum","wonen","V35363","gasverlichting","gasgloeilichtbrander","Gasbrander voor rechtopstaand gloeikousje","Brander in messing voor gasverlichting en lampenglas van het type cilinderglas. Aan de basis van de brander kan de zuurstoftoevoer geregeld worden. Met extra gassproeikop.","onbekend","","","","","","","","glas","lampenglas","geheel","20","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35364","gasverlichting","gasgloeilichtbrander","Gasbrander voor rechtopstaand gloeikousje","Brander in messing voor gasverlichting en lampenglas van het type cilinderglas + klem/opzetstuk voor (rand) lampenglas met (neerhangende) ressort in metaal.","onbekend","","","","","","","","glas","lampenglas","geheel","22","cm","","","onderwerp","energie",""
"Industriemuseum","energie","V35365","elektrische verlichting","lamphouder","Lamphouder verbonden met ketting aan plafondkap","Houder in metaal met porseleinen ring voor een elektrische lamp met E40 schroeffitting. Verbonden met een ketting aan een decoratieve plafondkap in messing. Ook voorzien van een getorst elektrisch snoer bekleed met textiel.","onbekend","","","","","","","","metaal","geheel","geheel","40","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35345","elektrische verlichting","luchter","Geëmailleerde hanglamp met bolvormige lampenkap","Lampenkap in groen en wit geëmailleerd metaal voor een hanglamp. Met lamphouder voor een elektrische lamp met E40 schroeffitting. Met ophangsysteem en plafondkap.","onbekend","","","","","","","","metaal","geheel","geheel","96","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V35202","gasverlichting","gasgloeilichtbrander","Luchter met gasbrander voor rechtopstaand gloeikousje","Decoratieve brander in messing voor gasverlichting. Bloemvormige lampenkap in semitransparant glas met kleurgradiënt van roze naar kleurloos. Lampenglas van het merk Silichrome.","Silichrome","fabrikant","Kwatrecht","begin 20ste eeuw","1905","ca.","","","glas","lampenkap","geheel","19","cm","SILICHROME / CHOISYLEROI / FRANCE","Silichrome","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","energie","V35053","elektrische verlichting","gloeilamp","Gloeilamp van het merk Extralite","Elektrische reflectorlamp met schroeffitting en ballon in glas (klok) aan de bovenzijde mat wit met zilverkleurige basis van het merk Extralite, type Centralux E27. Bewaard in originele kartonnen doos.
Technisch: 140V - 15W.","Extralite","fabrikant","","","","","","","karton","verpakking","verpakking","11.5","cm","EXTRALITE / LAMP / REFLECTOR / LAMP // GUARANTEE / THIS LAMP IS / MADE TO BRITISH ENGINEERINGS / STANDARDS / FREE REPLACEMENT / GUARANTEED / IF FAILING PREMATURELY / GUARANTEE / UP TO 200% / MORE LIGHT. / SCIENTIFICALLY / DESIGNED / MORE / ECONOMICAL. / FULLY / GUARANTEED // 140 VOLTS . 15 WATTS","","onderwerp","energie",""
